preco,quartos,banheiros,area,endereco,vagas_garagem,condominio,fonte,tipo,transacao,regiao,preco_m2,data_coleta,id_unico,id_simulado
"R$ 613,793",4 quartos,4 banheiros,112 m²,"Apartamento em Águas Claras, Brasília - DF - 356",2 vagas,R$ 7367,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,480/m²",2025-09-27 14:13,Apartamento_Águas Claras_112_613793_355,SIM_0356
"R$ 390,670",2 quartos,1 banheiros,91 m²,"Apartamento em Guará, Brasília - DF - 357",2 vagas,R$ 4307,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,293/m²",2025-09-27 14:13,Apartamento_Guará_91_390670_356,SIM_0357
"R$ 476,048",3 quartos,2 banheiros,97 m²,"Apartamento em Águas Claras, Brasília - DF - 358",2 vagas,R$ 2937,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,907/m²",2025-09-27 14:13,Apartamento_Águas Claras_97_476048_357,SIM_0358
"R$ 700,000",3 quartos,3 banheiros,130 m²,"Apartamento em Vicente Pires, Brasília - DF - 359",1 vagas,R$ 4959,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 5,384/m²",2025-09-27 14:13,Apartamento_Vicente Pires_130_700000_358,SIM_0359
"R$ 336,954",2 quartos,2 banheiros,87 m²,"Cobertura em Ceilândia, Brasília - DF - 360",2 vagas,R$ 3424,Simulação Realística v2.0,cobertura,venda,Ceilândia,"R$ 3,873/m²",2025-09-27 14:13,Cobertura_Ceilândia_87_336954_359,SIM_0360
"R$ 970,459",4 quartos,3 banheiros,122 m²,"Apartamento em Asa Sul, Brasília - DF - 361",2 vagas,R$ 10955,Simulação Realística v2.0,apartamento,venda,Asa Sul,"R$ 7,954/m²",2025-09-27 14:13,Apartamento_Asa Sul_122_970459_360,SIM_0361
"R$ 350,000",4 quartos,4 banheiros,100 m²,"Cobertura em Ceilândia, Brasília - DF - 362",3 vagas,R$ 2366,Simulação Realística v2.0,cobertura,venda,Ceilândia,"R$ 3,500/m²",2025-09-27 14:13,Cobertura_Ceilândia_100_350000_361,SIM_0362
"R$ 150,000",1 quartos,1 banheiros,41 m²,"Apartamento em Ceilândia, Brasília - DF - 363",2 vagas,R$ 853,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,658/m²",2025-09-27 14:13,Apartamento_Ceilândia_41_150000_362,SIM_0363
"R$ 259,899",2 quartos,2 banheiros,63 m²,"Apartamento em Taguatinga, Brasília - DF - 364",2 vagas,R$ 2834,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,125/m²",2025-09-27 14:13,Apartamento_Taguatinga_63_259899_363,SIM_0364
"R$ 496,221",2 quartos,2 banheiros,91 m²,"Apartamento em Águas Claras, Brasília - DF - 365",1 vagas,R$ 4605,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,452/m²",2025-09-27 14:13,Apartamento_Águas Claras_91_496221_364,SIM_0365
"R$ 592,227",3 quartos,3 banheiros,107 m²,"Apartamento em Sudoeste, Brasília - DF - 366",1 vagas,R$ 5728,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 5,534/m²",2025-09-27 14:13,Apartamento_Sudoeste_107_592227_365,SIM_0366
"R$ 305,041",1 quartos,1 banheiros,77 m²,"Flat em Vicente Pires, Brasília - DF - 367",1 vagas,R$ 4100,Simulação Realística v2.0,flat,venda,Vicente Pires,"R$ 3,961/m²",2025-09-27 14:13,Flat_Vicente Pires_77_305041_366,SIM_0367
"R$ 800,000",4 quartos,4 banheiros,127 m²,"Apartamento em Águas Claras, Brasília - DF - 368",2 vagas,R$ 6078,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 6,299/m²",2025-09-27 14:13,Apartamento_Águas Claras_127_800000_367,SIM_0368
"R$ 363,545",1 quartos,1 banheiros,75 m²,"Studio em Vicente Pires, Brasília - DF - 369",1 vagas,R$ 4868,Simulação Realística v2.0,studio,venda,Vicente Pires,"R$ 4,847/m²",2025-09-27 14:13,Studio_Vicente Pires_75_363545_368,SIM_0369
"R$ 406,267",2 quartos,1 banheiros,74 m²,"Apartamento em Águas Claras, Brasília - DF - 370",2 vagas,R$ 3696,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,490/m²",2025-09-27 14:13,Apartamento_Águas Claras_74_406267_369,SIM_0370
"R$ 455,588",2 quartos,2 banheiros,76 m²,"Apartamento em Águas Claras, Brasília - DF - 371",3 vagas,R$ 2590,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,994/m²",2025-09-27 14:13,Apartamento_Águas Claras_76_455588_370,SIM_0371
"R$ 200,000",1 quartos,1 banheiros,45 m²,"Apartamento em Taguatinga, Brasília - DF - 372",1 vagas,R$ 1218,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,444/m²",2025-09-27 14:13,Apartamento_Taguatinga_45_200000_371,SIM_0372
"R$ 392,216",3 quartos,2 banheiros,114 m²,"Apartamento em Taguatinga, Brasília - DF - 373",2 vagas,R$ 3378,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,440/m²",2025-09-27 14:13,Apartamento_Taguatinga_114_392216_372,SIM_0373
"R$ 588,905",2 quartos,2 banheiros,109 m²,"Apartamento em Vicente Pires, Brasília - DF - 374",2 vagas,R$ 6999,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 5,402/m²",2025-09-27 14:13,Apartamento_Vicente Pires_109_588905_373,SIM_0374
"R$ 400,000",1 quartos,1 banheiros,49 m²,"Flat em Asa Norte, Brasília - DF - 375",1 vagas,R$ 5887,Simulação Realística v2.0,flat,venda,Asa Norte,"R$ 8,163/m²",2025-09-27 14:13,Flat_Asa Norte_49_400000_374,SIM_0375
"R$ 300,000",1 quartos,1 banheiros,50 m²,"Studio em Águas Claras, Brasília - DF - 376",1 vagas,R$ 3752,Simulação Realística v2.0,studio,venda,Águas Claras,"R$ 6,000/m²",2025-09-27 14:13,Studio_Águas Claras_50_300000_375,SIM_0376
"R$ 401,462",2 quartos,2 banheiros,82 m²,"Apartamento em Águas Claras, Brasília - DF - 377",1 vagas,R$ 2175,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,895/m²",2025-09-27 14:13,Apartamento_Águas Claras_82_401462_376,SIM_0377
"R$ 450,013",3 quartos,3 banheiros,93 m²,"Cobertura em Taguatinga, Brasília - DF - 378",2 vagas,R$ 2920,Simulação Realística v2.0,cobertura,venda,Taguatinga,"R$ 4,838/m²",2025-09-27 14:13,Cobertura_Taguatinga_93_450013_377,SIM_0378
"R$ 671,646",2 quartos,2 banheiros,64 m²,"Cobertura em Asa Sul, Brasília - DF - 379",3 vagas,R$ 9320,Simulação Realística v2.0,cobertura,venda,Asa Sul,"R$ 10,494/m²",2025-09-27 14:13,Cobertura_Asa Sul_64_671646_378,SIM_0379
"R$ 350,000",3 quartos,2 banheiros,100 m²,"Apartamento em Ceilândia, Brasília - DF - 380",2 vagas,R$ 3840,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,500/m²",2025-09-27 14:13,Apartamento_Ceilândia_100_350000_379,SIM_0380
"R$ 273,857",2 quartos,2 banheiros,81 m²,"Apartamento em Guará, Brasília - DF - 381",1 vagas,R$ 3853,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 3,380/m²",2025-09-27 14:13,Apartamento_Guará_81_273857_380,SIM_0381
"R$ 332,322",2 quartos,2 banheiros,89 m²,"Apartamento em Taguatinga, Brasília - DF - 382",2 vagas,R$ 4383,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,733/m²",2025-09-27 14:13,Apartamento_Taguatinga_89_332322_381,SIM_0382
"R$ 569,024",3 quartos,3 banheiros,108 m²,"Cobertura em Vicente Pires, Brasília - DF - 383",0 vagas,R$ 3967,Simulação Realística v2.0,cobertura,venda,Vicente Pires,"R$ 5,268/m²",2025-09-27 14:13,Cobertura_Vicente Pires_108_569024_382,SIM_0383
"R$ 268,865",3 quartos,3 banheiros,88 m²,"Apartamento em Taguatinga, Brasília - DF - 384",1 vagas,R$ 3176,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,055/m²",2025-09-27 14:13,Apartamento_Taguatinga_88_268865_383,SIM_0384
"R$ 382,222",2 quartos,2 banheiros,94 m²,"Apartamento em Taguatinga, Brasília - DF - 385",1 vagas,R$ 5678,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,066/m²",2025-09-27 14:13,Apartamento_Taguatinga_94_382222_384,SIM_0385
"R$ 448,443",1 quartos,1 banheiros,55 m²,"Apartamento em Asa Norte, Brasília - DF - 386",1 vagas,R$ 2547,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 8,153/m²",2025-09-27 14:13,Apartamento_Asa Norte_55_448443_385,SIM_0386
"R$ 371,628",2 quartos,2 banheiros,70 m²,"Apartamento em Águas Claras, Brasília - DF - 387",2 vagas,R$ 4870,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,308/m²",2025-09-27 14:13,Apartamento_Águas Claras_70_371628_386,SIM_0387
"R$ 403,931",3 quartos,3 banheiros,120 m²,"Apartamento em Guará, Brasília - DF - 388",2 vagas,R$ 4021,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 3,366/m²",2025-09-27 14:13,Apartamento_Guará_120_403931_387,SIM_0388
"R$ 526,884",3 quartos,3 banheiros,111 m²,"Apartamento em Sudoeste, Brasília - DF - 389",3 vagas,R$ 7800,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 4,746/m²",2025-09-27 14:13,Apartamento_Sudoeste_111_526884_388,SIM_0389
"R$ 500,000",4 quartos,4 banheiros,120 m²,"Apartamento em Taguatinga, Brasília - DF - 390",2 vagas,R$ 3832,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,166/m²",2025-09-27 14:13,Apartamento_Taguatinga_120_500000_389,SIM_0390
"R$ 781,325",3 quartos,3 banheiros,117 m²,"Apartamento em Asa Sul, Brasília - DF - 391",2 vagas,R$ 4150,Simulação Realística v2.0,apartamento,venda,Asa Sul,"R$ 6,677/m²",2025-09-27 14:13,Apartamento_Asa Sul_117_781325_390,SIM_0391
"R$ 450,000",1 quartos,1 banheiros,55 m²,"Apartamento em Asa Sul, Brasília - DF - 392",0 vagas,R$ 2501,Simulação Realística v2.0,apartamento,venda,Asa Sul,"R$ 8,181/m²",2025-09-27 14:13,Apartamento_Asa Sul_55_450000_391,SIM_0392
"R$ 430,174",2 quartos,2 banheiros,92 m²,"Flat em Águas Claras, Brasília - DF - 393",1 vagas,R$ 3326,Simulação Realística v2.0,flat,venda,Águas Claras,"R$ 4,675/m²",2025-09-27 14:13,Flat_Águas Claras_92_430174_392,SIM_0393
"R$ 381,425",1 quartos,1 banheiros,69 m²,"Flat em Sudoeste, Brasília - DF - 394",0 vagas,R$ 2950,Simulação Realística v2.0,flat,venda,Sudoeste,"R$ 5,527/m²",2025-09-27 14:13,Flat_Sudoeste_69_381425_393,SIM_0394
"R$ 492,876",2 quartos,1 banheiros,81 m²,"Cobertura em Taguatinga, Brasília - DF - 395",2 vagas,R$ 6168,Simulação Realística v2.0,cobertura,venda,Taguatinga,"R$ 6,084/m²",2025-09-27 14:13,Cobertura_Taguatinga_81_492876_394,SIM_0395
"R$ 315,559",3 quartos,2 banheiros,87 m²,"Flat em Ceilândia, Brasília - DF - 396",1 vagas,R$ 3579,Simulação Realística v2.0,flat,venda,Ceilândia,"R$ 3,627/m²",2025-09-27 14:13,Flat_Ceilândia_87_315559_395,SIM_0396
"R$ 1,313,959",4 quartos,4 banheiros,121 m²,"Cobertura em Asa Sul, Brasília - DF - 397",1 vagas,R$ 13616,Simulação Realística v2.0,cobertura,venda,Asa Sul,"R$ 10,859/m²",2025-09-27 14:13,Cobertura_Asa Sul_121_1313959_396,SIM_0397
"R$ 440,005",3 quartos,3 banheiros,98 m²,"Cobertura em Taguatinga, Brasília - DF - 398",2 vagas,R$ 3288,Simulação Realística v2.0,cobertura,venda,Taguatinga,"R$ 4,489/m²",2025-09-27 14:13,Cobertura_Taguatinga_98_440005_397,SIM_0398
"R$ 558,746",2 quartos,2 banheiros,93 m²,"Apartamento em Águas Claras, Brasília - DF - 399",2 vagas,R$ 7753,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 6,008/m²",2025-09-27 14:13,Apartamento_Águas Claras_93_558746_398,SIM_0399
"R$ 930,866",4 quartos,3 banheiros,126 m²,"Cobertura em Asa Norte, Brasília - DF - 400",1 vagas,R$ 5405,Simulação Realística v2.0,cobertura,venda,Asa Norte,"R$ 7,387/m²",2025-09-27 14:13,Cobertura_Asa Norte_126_930866_399,SIM_0400
"R$ 600,000",4 quartos,4 banheiros,130 m²,"Cobertura em Guará, Brasília - DF - 401",3 vagas,R$ 3268,Simulação Realística v2.0,cobertura,venda,Guará,"R$ 4,615/m²",2025-09-27 14:13,Cobertura_Guará_130_600000_400,SIM_0401
"R$ 410,472",4 quartos,4 banheiros,120 m²,"Apartamento em Taguatinga, Brasília - DF - 402",1 vagas,R$ 3541,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,420/m²",2025-09-27 14:13,Apartamento_Taguatinga_120_410472_401,SIM_0402
"R$ 349,141",2 quartos,1 banheiros,73 m²,"Apartamento em Taguatinga, Brasília - DF - 403",1 vagas,R$ 2326,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,782/m²",2025-09-27 14:13,Apartamento_Taguatinga_73_349141_402,SIM_0403
"R$ 326,385",3 quartos,3 banheiros,100 m²,"Apartamento em Taguatinga, Brasília - DF - 404",3 vagas,R$ 4861,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,263/m²",2025-09-27 14:13,Apartamento_Taguatinga_100_326385_403,SIM_0404
"R$ 257,572",2 quartos,1 banheiros,61 m²,"Flat em Taguatinga, Brasília - DF - 405",2 vagas,R$ 3523,Simulação Realística v2.0,flat,venda,Taguatinga,"R$ 4,222/m²",2025-09-27 14:13,Flat_Taguatinga_61_257572_404,SIM_0405
"R$ 431,073",3 quartos,2 banheiros,97 m²,"Cobertura em Guará, Brasília - DF - 406",2 vagas,R$ 6158,Simulação Realística v2.0,cobertura,venda,Guará,"R$ 4,444/m²",2025-09-27 14:13,Cobertura_Guará_97_431073_405,SIM_0406
"R$ 342,607",4 quartos,3 banheiros,100 m²,"Cobertura em Ceilândia, Brasília - DF - 407",3 vagas,R$ 1890,Simulação Realística v2.0,cobertura,venda,Ceilândia,"R$ 3,426/m²",2025-09-27 14:13,Cobertura_Ceilândia_100_342607_406,SIM_0407
"R$ 326,152",2 quartos,2 banheiros,65 m²,"Apartamento em Águas Claras, Brasília - DF - 408",3 vagas,R$ 1676,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,017/m²",2025-09-27 14:13,Apartamento_Águas Claras_65_326152_407,SIM_0408
"R$ 694,111",2 quartos,2 banheiros,84 m²,"Apartamento em Asa Sul, Brasília - DF - 409",1 vagas,R$ 8329,Simulação Realística v2.0,apartamento,venda,Asa Sul,"R$ 8,263/m²",2025-09-27 14:13,Apartamento_Asa Sul_84_694111_408,SIM_0409
"R$ 731,084",3 quartos,3 banheiros,98 m²,"Apartamento em Asa Norte, Brasília - DF - 410",2 vagas,R$ 10315,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 7,460/m²",2025-09-27 14:13,Apartamento_Asa Norte_98_731084_409,SIM_0410
"R$ 500,000",4 quartos,3 banheiros,120 m²,"Cobertura em Taguatinga, Brasília - DF - 411",1 vagas,R$ 3782,Simulação Realística v2.0,cobertura,venda,Taguatinga,"R$ 4,166/m²",2025-09-27 14:13,Cobertura_Taguatinga_120_500000_410,SIM_0411
"R$ 381,388",2 quartos,2 banheiros,76 m²,"Apartamento em Guará, Brasília - DF - 412",1 vagas,R$ 2107,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 5,018/m²",2025-09-27 14:13,Apartamento_Guará_76_381388_411,SIM_0412
"R$ 600,000",3 quartos,3 banheiros,120 m²,"Cobertura em Guará, Brasília - DF - 413",2 vagas,R$ 6564,Simulação Realística v2.0,cobertura,venda,Guará,"R$ 5,000/m²",2025-09-27 14:13,Cobertura_Guará_120_600000_412,SIM_0413
"R$ 593,159",4 quartos,3 banheiros,124 m²,"Apartamento em Águas Claras, Brasília - DF - 414",2 vagas,R$ 5245,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,783/m²",2025-09-27 14:13,Apartamento_Águas Claras_124_593159_413,SIM_0414
"R$ 623,661",2 quartos,2 banheiros,100 m²,"Apartamento em Vicente Pires, Brasília - DF - 415",3 vagas,R$ 4467,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 6,236/m²",2025-09-27 14:13,Apartamento_Vicente Pires_100_623661_414,SIM_0415
"R$ 383,296",1 quartos,1 banheiros,69 m²,"Apartamento em Vicente Pires, Brasília - DF - 416",0 vagas,R$ 4988,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 5,555/m²",2025-09-27 14:13,Apartamento_Vicente Pires_69_383296_415,SIM_0416
"R$ 394,719",4 quartos,3 banheiros,110 m²,"Apartamento em Guará, Brasília - DF - 417",1 vagas,R$ 5285,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 3,588/m²",2025-09-27 14:13,Apartamento_Guará_110_394719_416,SIM_0417
"R$ 441,540",3 quartos,3 banheiros,99 m²,"Apartamento em Águas Claras, Brasília - DF - 418",3 vagas,R$ 2465,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,460/m²",2025-09-27 14:13,Apartamento_Águas Claras_99_441540_417,SIM_0418
"R$ 503,013",2 quartos,2 banheiros,75 m²,"Apartamento em Asa Norte, Brasília - DF - 419",1 vagas,R$ 4918,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 6,706/m²",2025-09-27 14:13,Apartamento_Asa Norte_75_503013_418,SIM_0419
"R$ 431,184",2 quartos,2 banheiros,85 m²,"Apartamento em Guará, Brasília - DF - 420",1 vagas,R$ 5320,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 5,072/m²",2025-09-27 14:13,Apartamento_Guará_85_431184_419,SIM_0420
"R$ 325,603",2 quartos,2 banheiros,93 m²,"Studio em Taguatinga, Brasília - DF - 421",2 vagas,R$ 2182,Simulação Realística v2.0,studio,venda,Taguatinga,"R$ 3,501/m²",2025-09-27 14:13,Studio_Taguatinga_93_325603_420,SIM_0421
"R$ 397,781",2 quartos,2 banheiros,91 m²,"Studio em Guará, Brasília - DF - 422",2 vagas,R$ 2219,Simulação Realística v2.0,studio,venda,Guará,"R$ 4,371/m²",2025-09-27 14:13,Studio_Guará_91_397781_421,SIM_0422
"R$ 235,883",1 quartos,1 banheiros,59 m²,"Apartamento em Taguatinga, Brasília - DF - 423",2 vagas,R$ 3469,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,998/m²",2025-09-27 14:13,Apartamento_Taguatinga_59_235883_422,SIM_0423
"R$ 656,126",2 quartos,2 banheiros,89 m²,"Apartamento em Sudoeste, Brasília - DF - 424",2 vagas,R$ 9730,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 7,372/m²",2025-09-27 14:13,Apartamento_Sudoeste_89_656126_423,SIM_0424
"R$ 337,811",3 quartos,2 banheiros,99 m²,"Apartamento em Guará, Brasília - DF - 425",2 vagas,R$ 3119,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 3,412/m²",2025-09-27 14:13,Apartamento_Guará_99_337811_424,SIM_0425
"R$ 200,000",1 quartos,1 banheiros,47 m²,"Studio em Taguatinga, Brasília - DF - 426",1 vagas,R$ 2585,Simulação Realística v2.0,studio,venda,Taguatinga,"R$ 4,255/m²",2025-09-27 14:13,Studio_Taguatinga_47_200000_425,SIM_0426
"R$ 400,000",1 quartos,1 banheiros,51 m²,"Apartamento em Asa Norte, Brasília - DF - 427",1 vagas,R$ 4283,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 7,843/m²",2025-09-27 14:13,Apartamento_Asa Norte_51_400000_426,SIM_0427
"R$ 600,000",3 quartos,3 banheiros,117 m²,"Cobertura em Guará, Brasília - DF - 428",2 vagas,R$ 5822,Simulação Realística v2.0,cobertura,venda,Guará,"R$ 5,128/m²",2025-09-27 14:13,Cobertura_Guará_117_600000_427,SIM_0428
"R$ 777,637",3 quartos,2 banheiros,108 m²,"Apartamento em Sudoeste, Brasília - DF - 429",1 vagas,R$ 8635,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 7,200/m²",2025-09-27 14:13,Apartamento_Sudoeste_108_777637_428,SIM_0429
"R$ 610,937",2 quartos,2 banheiros,68 m²,"Apartamento em Asa Sul, Brasília - DF - 430",1 vagas,R$ 6726,Simulação Realística v2.0,apartamento,venda,Asa Sul,"R$ 8,984/m²",2025-09-27 14:13,Apartamento_Asa Sul_68_610937_429,SIM_0430
"R$ 471,058",2 quartos,2 banheiros,87 m²,"Apartamento em Águas Claras, Brasília - DF - 431",1 vagas,R$ 5663,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,414/m²",2025-09-27 14:13,Apartamento_Águas Claras_87_471058_430,SIM_0431
"R$ 162,510",1 quartos,1 banheiros,40 m²,"Apartamento em Ceilândia, Brasília - DF - 432",1 vagas,R$ 1496,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 4,062/m²",2025-09-27 14:13,Apartamento_Ceilândia_40_162510_431,SIM_0432
"R$ 150,000",1 quartos,1 banheiros,40 m²,"Flat em Ceilândia, Brasília - DF - 433",1 vagas,R$ 1583,Simulação Realística v2.0,flat,venda,Ceilândia,"R$ 3,750/m²",2025-09-27 14:13,Flat_Ceilândia_40_150000_432,SIM_0433
"R$ 309,063",3 quartos,3 banheiros,100 m²,"Apartamento em Ceilândia, Brasília - DF - 434",3 vagas,R$ 1602,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,090/m²",2025-09-27 14:13,Apartamento_Ceilândia_100_309063_433,SIM_0434
"R$ 529,230",2 quartos,2 banheiros,87 m²,"Apartamento em Asa Sul, Brasília - DF - 435",1 vagas,R$ 3337,Simulação Realística v2.0,apartamento,venda,Asa Sul,"R$ 6,083/m²",2025-09-27 14:13,Apartamento_Asa Sul_87_529230_434,SIM_0435
"R$ 631,200",3 quartos,2 banheiros,105 m²,"Duplex em Vicente Pires, Brasília - DF - 436",1 vagas,R$ 7091,Simulação Realística v2.0,duplex,venda,Vicente Pires,"R$ 6,011/m²",2025-09-27 14:13,Duplex_Vicente Pires_105_631200_435,SIM_0436
"R$ 374,525",4 quartos,4 banheiros,120 m²,"Apartamento em Taguatinga, Brasília - DF - 437",1 vagas,R$ 3962,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,121/m²",2025-09-27 14:13,Apartamento_Taguatinga_120_374525_436,SIM_0437
"R$ 800,000",4 quartos,3 banheiros,127 m²,"Cobertura em Águas Claras, Brasília - DF - 438",1 vagas,R$ 11096,Simulação Realística v2.0,cobertura,venda,Águas Claras,"R$ 6,299/m²",2025-09-27 14:13,Cobertura_Águas Claras_127_800000_437,SIM_0438
"R$ 550,303",3 quartos,2 banheiros,96 m²,"Apartamento em Asa Norte, Brasília - DF - 439",2 vagas,R$ 6421,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 5,732/m²",2025-09-27 14:13,Apartamento_Asa Norte_96_550303_438,SIM_0439
"R$ 483,205",3 quartos,2 banheiros,100 m²,"Apartamento em Vicente Pires, Brasília - DF - 440",2 vagas,R$ 3294,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 4,832/m²",2025-09-27 14:13,Apartamento_Vicente Pires_100_483205_439,SIM_0440
"R$ 342,860",1 quartos,1 banheiros,67 m²,"Apartamento em Vicente Pires, Brasília - DF - 441",2 vagas,R$ 2276,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 5,117/m²",2025-09-27 14:13,Apartamento_Vicente Pires_67_342860_440,SIM_0441
"R$ 309,304",4 quartos,4 banheiros,100 m²,"Apartamento em Ceilândia, Brasília - DF - 442",1 vagas,R$ 2345,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,093/m²",2025-09-27 14:13,Apartamento_Ceilândia_100_309304_441,SIM_0442
"R$ 900,000",5 quartos,5 banheiros,150 m²,"Cobertura em Sudoeste, Brasília - DF - 443",2 vagas,R$ 7285,Simulação Realística v2.0,cobertura,venda,Sudoeste,"R$ 6,000/m²",2025-09-27 14:13,Cobertura_Sudoeste_150_900000_442,SIM_0443
"R$ 800,000",4 quartos,3 banheiros,127 m²,"Cobertura em Águas Claras, Brasília - DF - 444",2 vagas,R$ 10720,Simulação Realística v2.0,cobertura,venda,Águas Claras,"R$ 6,299/m²",2025-09-27 14:13,Cobertura_Águas Claras_127_800000_443,SIM_0444
"R$ 291,413",2 quartos,1 banheiros,79 m²,"Apartamento em Taguatinga, Brasília - DF - 445",2 vagas,R$ 2073,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,688/m²",2025-09-27 14:13,Apartamento_Taguatinga_79_291413_444,SIM_0445
"R$ 475,143",3 quartos,3 banheiros,112 m²,"Apartamento em Águas Claras, Brasília - DF - 446",0 vagas,R$ 2755,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,242/m²",2025-09-27 14:13,Apartamento_Águas Claras_112_475143_445,SIM_0446
"R$ 344,267",2 quartos,2 banheiros,87 m²,"Apartamento em Ceilândia, Brasília - DF - 447",2 vagas,R$ 3401,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,957/m²",2025-09-27 14:13,Apartamento_Ceilândia_87_344267_446,SIM_0447
"R$ 474,355",1 quartos,1 banheiros,69 m²,"Studio em Asa Norte, Brasília - DF - 448",1 vagas,R$ 6841,Simulação Realística v2.0,studio,venda,Asa Norte,"R$ 6,874/m²",2025-09-27 14:13,Studio_Asa Norte_69_474355_447,SIM_0448
"R$ 441,216",1 quartos,1 banheiros,68 m²,"Apartamento em Águas Claras, Brasília - DF - 449",0 vagas,R$ 3884,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 6,488/m²",2025-09-27 14:13,Apartamento_Águas Claras_68_441216_448,SIM_0449
"R$ 400,000",1 quartos,1 banheiros,45 m²,"Apartamento em Asa Norte, Brasília - DF - 450",2 vagas,R$ 4833,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 8,888/m²",2025-09-27 14:13,Apartamento_Asa Norte_45_400000_449,SIM_0450
"R$ 504,808",3 quartos,2 banheiros,111 m²,"Apartamento em Águas Claras, Brasília - DF - 451",2 vagas,R$ 4352,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,547/m²",2025-09-27 14:13,Apartamento_Águas Claras_111_504808_450,SIM_0451
"R$ 430,488",1 quartos,1 banheiros,68 m²,"Apartamento em Águas Claras, Brasília - DF - 452",1 vagas,R$ 5672,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 6,330/m²",2025-09-27 14:13,Apartamento_Águas Claras_68_430488_451,SIM_0452
"R$ 429,621",3 quartos,3 banheiros,90 m²,"Apartamento em Sudoeste, Brasília - DF - 453",2 vagas,R$ 3799,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 4,773/m²",2025-09-27 14:13,Apartamento_Sudoeste_90_429621_452,SIM_0453
"R$ 462,733",1 quartos,1 banheiros,62 m²,"Studio em Asa Sul, Brasília - DF - 454",2 vagas,R$ 2917,Simulação Realística v2.0,studio,venda,Asa Sul,"R$ 7,463/m²",2025-09-27 14:13,Studio_Asa Sul_62_462733_453,SIM_0454
