preco,quartos,banheiros,area,endereco,vagas_garagem,condominio,fonte,tipo,transacao,regiao,preco_m2,data_coleta,id_unico,id_simulado,preco_numerico,area_numerica,quartos_numerico,banheiros_numerico,bairro,cidade,uf,preco_por_m2,area_por_quarto,razao_banheiro_quarto,categoria_preco,categoria_area
"R$ 649,482",3 quartos,3 banheiros,124 m²,"Apartamento em Águas Claras, Brasília - DF - 033",2 vagas,R$ 4179,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,237/m²",2025-09-27 14:13,Apartamento_Águas Claras_124_649482_32,SIM_0033,649482.0,124,3,3,Águas Claras,Brasília,DF,5237.758064516129,41.333333333333336,1.0,Alto,Extra Grande
"R$ 544,398",2 quartos,2 banheiros,91 m²,"Apartamento em Asa Norte, Brasília - DF - 035",1 vagas,R$ 5752,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 5,982/m²",2025-09-27 14:13,Apartamento_Asa Norte_91_544398_34,SIM_0035,544398.0,91,2,2,Asa Norte,Brasília,DF,5982.395604395604,45.5,1.0,Alto,Amplo
"R$ 498,554",2 quartos,2 banheiros,91 m²,"Flat em Sudoeste, Brasília - DF - 036",2 vagas,R$ 3705,Simulação Realística v2.0,flat,venda,Sudoeste,"R$ 5,478/m²",2025-09-27 14:13,Flat_Sudoeste_91_498554_35,SIM_0036,498554.0,91,2,2,Sudoeste,Brasília,DF,5478.615384615385,45.5,1.0,Médio,Amplo
"R$ 200,000",1 quartos,1 banheiros,45 m²,"Studio em Taguatinga, Brasília - DF - 037",2 vagas,R$ 2085,Simulação Realística v2.0,studio,venda,Taguatinga,"R$ 4,444/m²",2025-09-27 14:13,Studio_Taguatinga_45_200000_36,SIM_0037,200000.0,45,1,1,Taguatinga,Brasília,DF,4444.444444444444,45.0,1.0,Econômico,Compacto
"R$ 571,962",2 quartos,1 banheiros,94 m²,"Apartamento em Asa Norte, Brasília - DF - 038",1 vagas,R$ 3540,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 6,084/m²",2025-09-27 14:13,Apartamento_Asa Norte_94_571962_37,SIM_0038,571962.0,94,2,1,Asa Norte,Brasília,DF,6084.702127659574,47.0,0.5,Alto,Amplo
"R$ 284,088",1 quartos,1 banheiros,61 m²,"Apartamento em Guará, Brasília - DF - 039",1 vagas,R$ 1975,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,657/m²",2025-09-27 14:13,Apartamento_Guará_61_284088_38,SIM_0039,284088.0,61,1,1,Guará,Brasília,DF,4657.180327868852,61.0,1.0,Econômico,Médio
"R$ 600,000",4 quartos,4 banheiros,130 m²,"Apartamento em Guará, Brasília - DF - 040",1 vagas,R$ 3419,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,615/m²",2025-09-27 14:13,Apartamento_Guará_130_600000_39,SIM_0040,600000.0,130,4,4,Guará,Brasília,DF,4615.384615384615,32.5,1.0,Alto,Extra Grande
"R$ 246,676",2 quartos,1 banheiros,56 m²,"Flat em Taguatinga, Brasília - DF - 041",3 vagas,R$ 3110,Simulação Realística v2.0,flat,venda,Taguatinga,"R$ 4,404/m²",2025-09-27 14:13,Flat_Taguatinga_56_246676_40,SIM_0041,246676.0,56,2,1,Taguatinga,Brasília,DF,4404.928571428572,28.0,0.5,Econômico,Compacto
"R$ 623,480",3 quartos,2 banheiros,87 m²,"Apartamento em Sudoeste, Brasília - DF - 042",1 vagas,R$ 6897,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 7,166/m²",2025-09-27 14:13,Apartamento_Sudoeste_87_623480_41,SIM_0042,623480.0,87,3,2,Sudoeste,Brasília,DF,7166.436781609195,29.0,0.6666666666666666,Alto,Amplo
"R$ 387,240",3 quartos,2 banheiros,96 m²,"Apartamento em Guará, Brasília - DF - 043",1 vagas,R$ 3599,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,033/m²",2025-09-27 14:13,Apartamento_Guará_96_387240_42,SIM_0043,387240.0,96,3,2,Guará,Brasília,DF,4033.75,32.0,0.6666666666666666,Médio,Amplo
"R$ 850,810",3 quartos,3 banheiros,118 m²,"Apartamento em Sudoeste, Brasília - DF - 044",2 vagas,R$ 7706,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 7,210/m²",2025-09-27 14:13,Apartamento_Sudoeste_118_850810_43,SIM_0044,850810.0,118,3,3,Sudoeste,Brasília,DF,7210.254237288135,39.333333333333336,1.0,Premium,Amplo
"R$ 675,498",2 quartos,2 banheiros,93 m²,"Apartamento em Asa Norte, Brasília - DF - 045",2 vagas,R$ 6220,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 7,263/m²",2025-09-27 14:13,Apartamento_Asa Norte_93_675498_44,SIM_0045,675498.0,93,2,2,Asa Norte,Brasília,DF,7263.419354838709,46.5,1.0,Alto,Amplo
"R$ 621,903",2 quartos,2 banheiros,108 m²,"Cobertura em Vicente Pires, Brasília - DF - 046",2 vagas,R$ 5907,Simulação Realística v2.0,cobertura,venda,Vicente Pires,"R$ 5,758/m²",2025-09-27 14:13,Cobertura_Vicente Pires_108_621903_45,SIM_0046,621903.0,108,2,2,Vicente Pires,Brasília,DF,5758.361111111111,54.0,1.0,Alto,Amplo
"R$ 468,506",3 quartos,3 banheiros,87 m²,"Apartamento em Águas Claras, Brasília - DF - 047",2 vagas,R$ 5515,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,385/m²",2025-09-27 14:13,Apartamento_Águas Claras_87_468506_46,SIM_0047,468506.0,87,3,3,Águas Claras,Brasília,DF,5385.126436781609,29.0,1.0,Médio,Amplo
"R$ 354,880",3 quartos,3 banheiros,94 m²,"Apartamento em Taguatinga, Brasília - DF - 048",1 vagas,R$ 3503,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,775/m²",2025-09-27 14:13,Apartamento_Taguatinga_94_354880_47,SIM_0048,354880.0,94,3,3,Taguatinga,Brasília,DF,3775.31914893617,31.333333333333332,1.0,Médio,Amplo
"R$ 700,000",4 quartos,3 banheiros,155 m²,"Apartamento em Vicente Pires, Brasília - DF - 049",2 vagas,R$ 4344,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 4,516/m²",2025-09-27 14:13,Apartamento_Vicente Pires_155_700000_48,SIM_0049,700000.0,155,4,3,Vicente Pires,Brasília,DF,4516.129032258064,38.75,0.75,Alto,Extra Grande
"R$ 478,623",2 quartos,2 banheiros,95 m²,"Duplex em Águas Claras, Brasília - DF - 050",1 vagas,R$ 5405,Simulação Realística v2.0,duplex,venda,Águas Claras,"R$ 5,038/m²",2025-09-27 14:13,Duplex_Águas Claras_95_478623_49,SIM_0050,478623.0,95,2,2,Águas Claras,Brasília,DF,5038.136842105263,47.5,1.0,Médio,Amplo
"R$ 285,388",2 quartos,1 banheiros,76 m²,"Apartamento em Taguatinga, Brasília - DF - 051",1 vagas,R$ 3937,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,755/m²",2025-09-27 14:13,Apartamento_Taguatinga_76_285388_50,SIM_0051,285388.0,76,2,1,Taguatinga,Brasília,DF,3755.1052631578946,38.0,0.5,Econômico,Médio
"R$ 347,383",3 quartos,3 banheiros,100 m²,"Apartamento em Ceilândia, Brasília - DF - 052",2 vagas,R$ 2112,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,473/m²",2025-09-27 14:13,Apartamento_Ceilândia_100_347383_51,SIM_0052,347383.0,100,3,3,Ceilândia,Brasília,DF,3473.83,33.333333333333336,1.0,Médio,Amplo
"R$ 400,000",1 quartos,1 banheiros,58 m²,"Flat em Asa Norte, Brasília - DF - 053",1 vagas,R$ 5865,Simulação Realística v2.0,flat,venda,Asa Norte,"R$ 6,896/m²",2025-09-27 14:13,Flat_Asa Norte_58_400000_52,SIM_0053,400000.0,58,1,1,Asa Norte,Brasília,DF,6896.551724137931,58.0,1.0,Médio,Compacto
"R$ 200,000",1 quartos,1 banheiros,67 m²,"Studio em Taguatinga, Brasília - DF - 054",1 vagas,R$ 1226,Simulação Realística v2.0,studio,venda,Taguatinga,"R$ 2,985/m²",2025-09-27 14:13,Studio_Taguatinga_67_200000_53,SIM_0054,200000.0,67,1,1,Taguatinga,Brasília,DF,2985.0746268656717,67.0,1.0,Econômico,Médio
"R$ 551,881",2 quartos,2 banheiros,103 m²,"Apartamento em Vicente Pires, Brasília - DF - 055",2 vagas,R$ 6189,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 5,358/m²",2025-09-27 14:13,Apartamento_Vicente Pires_103_551881_54,SIM_0055,551881.0,103,2,2,Vicente Pires,Brasília,DF,5358.0679611650485,51.5,1.0,Alto,Amplo
"R$ 468,270",3 quartos,2 banheiros,98 m²,"Apartamento em Guará, Brasília - DF - 056",2 vagas,R$ 4098,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,778/m²",2025-09-27 14:13,Apartamento_Guará_98_468270_55,SIM_0056,468270.0,98,3,2,Guará,Brasília,DF,4778.265306122449,32.666666666666664,0.6666666666666666,Médio,Amplo
"R$ 705,536",3 quartos,3 banheiros,88 m²,"Apartamento em Asa Norte, Brasília - DF - 057",2 vagas,R$ 5500,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 8,017/m²",2025-09-27 14:13,Apartamento_Asa Norte_88_705536_56,SIM_0057,705536.0,88,3,3,Asa Norte,Brasília,DF,8017.454545454545,29.333333333333332,1.0,Alto,Amplo
"R$ 350,000",4 quartos,4 banheiros,100 m²,"Cobertura em Ceilândia, Brasília - DF - 058",0 vagas,R$ 5093,Simulação Realística v2.0,cobertura,venda,Ceilândia,"R$ 3,500/m²",2025-09-27 14:13,Cobertura_Ceilândia_100_350000_57,SIM_0058,350000.0,100,4,4,Ceilândia,Brasília,DF,3500.0,25.0,1.0,Médio,Amplo
"R$ 238,745",3 quartos,3 banheiros,76 m²,"Apartamento em Ceilândia, Brasília - DF - 059",2 vagas,R$ 3416,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,141/m²",2025-09-27 14:13,Apartamento_Ceilândia_76_238745_58,SIM_0059,238745.0,76,3,3,Ceilândia,Brasília,DF,3141.3815789473683,25.333333333333332,1.0,Econômico,Médio
"R$ 350,000",1 quartos,1 banheiros,45 m²,"Studio em Sudoeste, Brasília - DF - 060",1 vagas,R$ 4735,Simulação Realística v2.0,studio,venda,Sudoeste,"R$ 7,777/m²",2025-09-27 14:13,Studio_Sudoeste_45_350000_59,SIM_0060,350000.0,45,1,1,Sudoeste,Brasília,DF,7777.777777777777,45.0,1.0,Médio,Compacto
"R$ 441,446",4 quartos,4 banheiros,128 m²,"Apartamento em Guará, Brasília - DF - 061",1 vagas,R$ 3822,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 3,448/m²",2025-09-27 14:13,Apartamento_Guará_128_441446_60,SIM_0061,441446.0,128,4,4,Guará,Brasília,DF,3448.796875,32.0,1.0,Médio,Extra Grande
"R$ 350,000",2 quartos,1 banheiros,73 m²,"Apartamento em Sudoeste, Brasília - DF - 062",3 vagas,R$ 4566,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 4,794/m²",2025-09-27 14:13,Apartamento_Sudoeste_73_350000_61,SIM_0062,350000.0,73,2,1,Sudoeste,Brasília,DF,4794.520547945205,36.5,0.5,Médio,Médio
"R$ 700,000",4 quartos,4 banheiros,158 m²,"Cobertura em Vicente Pires, Brasília - DF - 063",2 vagas,R$ 7735,Simulação Realística v2.0,cobertura,venda,Vicente Pires,"R$ 4,430/m²",2025-09-27 14:13,Cobertura_Vicente Pires_158_700000_62,SIM_0063,700000.0,158,4,4,Vicente Pires,Brasília,DF,4430.379746835443,39.5,1.0,Alto,Extra Grande
"R$ 823,944",3 quartos,2 banheiros,81 m²,"Cobertura em Asa Norte, Brasília - DF - 064",2 vagas,R$ 9738,Simulação Realística v2.0,cobertura,venda,Asa Norte,"R$ 10,172/m²",2025-09-27 14:13,Cobertura_Asa Norte_81_823944_63,SIM_0064,823944.0,81,3,2,Asa Norte,Brasília,DF,10172.148148148148,27.0,0.6666666666666666,Premium,Amplo
"R$ 200,000",1 quartos,1 banheiros,45 m²,"Studio em Taguatinga, Brasília - DF - 065",2 vagas,R$ 1080,Simulação Realística v2.0,studio,venda,Taguatinga,"R$ 4,444/m²",2025-09-27 14:13,Studio_Taguatinga_45_200000_64,SIM_0065,200000.0,45,1,1,Taguatinga,Brasília,DF,4444.444444444444,45.0,1.0,Econômico,Compacto
"R$ 447,454",2 quartos,1 banheiros,77 m²,"Apartamento em Asa Norte, Brasília - DF - 066",2 vagas,R$ 2995,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 5,811/m²",2025-09-27 14:13,Apartamento_Asa Norte_77_447454_65,SIM_0066,447454.0,77,2,1,Asa Norte,Brasília,DF,5811.090909090909,38.5,0.5,Médio,Médio
"R$ 727,049",3 quartos,3 banheiros,114 m²,"Apartamento em Águas Claras, Brasília - DF - 067",3 vagas,R$ 7195,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 6,377/m²",2025-09-27 14:13,Apartamento_Águas Claras_114_727049_66,SIM_0067,727049.0,114,3,3,Águas Claras,Brasília,DF,6377.622807017544,38.0,1.0,Alto,Amplo
"R$ 400,000",1 quartos,1 banheiros,60 m²,"Studio em Asa Norte, Brasília - DF - 068",2 vagas,R$ 3544,Simulação Realística v2.0,studio,venda,Asa Norte,"R$ 6,666/m²",2025-09-27 14:13,Studio_Asa Norte_60_400000_67,SIM_0068,400000.0,60,1,1,Asa Norte,Brasília,DF,6666.666666666667,60.0,1.0,Médio,Compacto
"R$ 300,000",1 quartos,1 banheiros,50 m²,"Studio em Águas Claras, Brasília - DF - 069",1 vagas,R$ 3244,Simulação Realística v2.0,studio,venda,Águas Claras,"R$ 6,000/m²",2025-09-27 14:13,Studio_Águas Claras_50_300000_68,SIM_0069,300000.0,50,1,1,Águas Claras,Brasília,DF,6000.0,50.0,1.0,Econômico,Compacto
"R$ 472,525",3 quartos,3 banheiros,99 m²,"Duplex em Taguatinga, Brasília - DF - 070",1 vagas,R$ 4854,Simulação Realística v2.0,duplex,venda,Taguatinga,"R$ 4,772/m²",2025-09-27 14:13,Duplex_Taguatinga_99_472525_69,SIM_0070,472525.0,99,3,3,Taguatinga,Brasília,DF,4772.979797979798,33.0,1.0,Médio,Amplo
"R$ 500,000",3 quartos,3 banheiros,94 m²,"Cobertura em Taguatinga, Brasília - DF - 071",2 vagas,R$ 3645,Simulação Realística v2.0,cobertura,venda,Taguatinga,"R$ 5,319/m²",2025-09-27 14:13,Cobertura_Taguatinga_94_500000_70,SIM_0071,500000.0,94,3,3,Taguatinga,Brasília,DF,5319.148936170212,31.333333333333332,1.0,Médio,Amplo
"R$ 270,220",2 quartos,2 banheiros,72 m²,"Flat em Guará, Brasília - DF - 072",1 vagas,R$ 3274,Simulação Realística v2.0,flat,venda,Guará,"R$ 3,753/m²",2025-09-27 14:13,Flat_Guará_72_270220_71,SIM_0072,270220.0,72,2,2,Guará,Brasília,DF,3753.0555555555557,36.0,1.0,Econômico,Médio
"R$ 250,000",1 quartos,1 banheiros,50 m²,"Apartamento em Guará, Brasília - DF - 073",1 vagas,R$ 3473,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 5,000/m²",2025-09-27 14:13,Apartamento_Guará_50_250000_72,SIM_0073,250000.0,50,1,1,Guará,Brasília,DF,5000.0,50.0,1.0,Econômico,Compacto
"R$ 427,849",1 quartos,1 banheiros,74 m²,"Flat em Águas Claras, Brasília - DF - 074",1 vagas,R$ 4811,Simulação Realística v2.0,flat,venda,Águas Claras,"R$ 5,781/m²",2025-09-27 14:13,Flat_Águas Claras_74_427849_73,SIM_0074,427849.0,74,1,1,Águas Claras,Brasília,DF,5781.743243243243,74.0,1.0,Médio,Médio
"R$ 300,000",1 quartos,1 banheiros,54 m²,"Apartamento em Águas Claras, Brasília - DF - 075",2 vagas,R$ 3046,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,555/m²",2025-09-27 14:13,Apartamento_Águas Claras_54_300000_74,SIM_0075,300000.0,54,1,1,Águas Claras,Brasília,DF,5555.555555555556,54.0,1.0,Econômico,Compacto
"R$ 524,359",3 quartos,3 banheiros,111 m²,"Apartamento em Guará, Brasília - DF - 076",1 vagas,R$ 5299,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,723/m²",2025-09-27 14:13,Apartamento_Guará_111_524359_75,SIM_0076,524359.0,111,3,3,Guará,Brasília,DF,4723.954954954955,37.0,1.0,Alto,Amplo
"R$ 313,088",2 quartos,2 banheiros,61 m²,"Apartamento em Águas Claras, Brasília - DF - 077",1 vagas,R$ 2356,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,132/m²",2025-09-27 14:13,Apartamento_Águas Claras_61_313088_76,SIM_0077,313088.0,61,2,2,Águas Claras,Brasília,DF,5132.5901639344265,30.5,1.0,Médio,Médio
"R$ 305,286",3 quartos,3 banheiros,100 m²,"Apartamento em Ceilândia, Brasília - DF - 078",3 vagas,R$ 4460,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,052/m²",2025-09-27 14:13,Apartamento_Ceilândia_100_305286_77,SIM_0078,305286.0,100,3,3,Ceilândia,Brasília,DF,3052.86,33.333333333333336,1.0,Médio,Amplo
"R$ 350,000",1 quartos,1 banheiros,45 m²,"Apartamento em Sudoeste, Brasília - DF - 079",3 vagas,R$ 4415,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 7,777/m²",2025-09-27 14:13,Apartamento_Sudoeste_45_350000_78,SIM_0079,350000.0,45,1,1,Sudoeste,Brasília,DF,7777.777777777777,45.0,1.0,Médio,Compacto
"R$ 400,000",2 quartos,2 banheiros,65 m²,"Apartamento em Asa Norte, Brasília - DF - 080",1 vagas,R$ 4540,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 6,153/m²",2025-09-27 14:13,Apartamento_Asa Norte_65_400000_79,SIM_0080,400000.0,65,2,2,Asa Norte,Brasília,DF,6153.846153846154,32.5,1.0,Médio,Médio
"R$ 605,072",3 quartos,2 banheiros,115 m²,"Apartamento em Vicente Pires, Brasília - DF - 081",2 vagas,R$ 6130,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 5,261/m²",2025-09-27 14:13,Apartamento_Vicente Pires_115_605072_80,SIM_0081,605072.0,115,3,2,Vicente Pires,Brasília,DF,5261.495652173913,38.333333333333336,0.6666666666666666,Alto,Amplo
"R$ 169,717",2 quartos,2 banheiros,65 m²,"Apartamento em Ceilândia, Brasília - DF - 082",1 vagas,R$ 1479,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 2,611/m²",2025-09-27 14:13,Apartamento_Ceilândia_65_169717_81,SIM_0082,169717.0,65,2,2,Ceilândia,Brasília,DF,2611.0307692307692,32.5,1.0,Econômico,Médio
"R$ 421,649",2 quartos,2 banheiros,83 m²,"Apartamento em Sudoeste, Brasília - DF - 083",0 vagas,R$ 5584,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 5,080/m²",2025-09-27 14:13,Apartamento_Sudoeste_83_421649_82,SIM_0083,421649.0,83,2,2,Sudoeste,Brasília,DF,5080.108433734939,41.5,1.0,Médio,Amplo
"R$ 887,999",4 quartos,3 banheiros,147 m²,"Apartamento em Asa Sul, Brasília - DF - 084",1 vagas,R$ 8077,Simulação Realística v2.0,apartamento,venda,Asa Sul,"R$ 6,040/m²",2025-09-27 14:13,Apartamento_Asa Sul_147_887999_83,SIM_0084,887999.0,147,4,3,Asa Sul,Brasília,DF,6040.809523809524,36.75,0.75,Premium,Extra Grande
"R$ 300,000",1 quartos,1 banheiros,50 m²,"Flat em Águas Claras, Brasília - DF - 085",3 vagas,R$ 1768,Simulação Realística v2.0,flat,venda,Águas Claras,"R$ 6,000/m²",2025-09-27 14:13,Flat_Águas Claras_50_300000_84,SIM_0085,300000.0,50,1,1,Águas Claras,Brasília,DF,6000.0,50.0,1.0,Econômico,Compacto
"R$ 289,079",3 quartos,3 banheiros,96 m²,"Apartamento em Ceilândia, Brasília - DF - 087",1 vagas,R$ 1472,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,011/m²",2025-09-27 14:13,Apartamento_Ceilândia_96_289079_86,SIM_0087,289079.0,96,3,3,Ceilândia,Brasília,DF,3011.2395833333335,32.0,1.0,Econômico,Amplo
"R$ 359,559",2 quartos,2 banheiros,87 m²,"Flat em Guará, Brasília - DF - 088",0 vagas,R$ 4203,Simulação Realística v2.0,flat,venda,Guará,"R$ 4,132/m²",2025-09-27 14:13,Flat_Guará_87_359559_87,SIM_0088,359559.0,87,2,2,Guará,Brasília,DF,4132.862068965517,43.5,1.0,Médio,Amplo
"R$ 309,559",2 quartos,2 banheiros,77 m²,"Apartamento em Vicente Pires, Brasília - DF - 089",1 vagas,R$ 2503,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 4,020/m²",2025-09-27 14:13,Apartamento_Vicente Pires_77_309559_88,SIM_0089,309559.0,77,2,2,Vicente Pires,Brasília,DF,4020.246753246753,38.5,1.0,Médio,Médio
"R$ 336,708",2 quartos,1 banheiros,74 m²,"Apartamento em Taguatinga, Brasília - DF - 090",2 vagas,R$ 2933,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,550/m²",2025-09-27 14:13,Apartamento_Taguatinga_74_336708_89,SIM_0090,336708.0,74,2,1,Taguatinga,Brasília,DF,4550.108108108108,37.0,0.5,Médio,Médio
"R$ 539,021",2 quartos,2 banheiros,103 m²,"Flat em Vicente Pires, Brasília - DF - 091",3 vagas,R$ 6403,Simulação Realística v2.0,flat,venda,Vicente Pires,"R$ 5,233/m²",2025-09-27 14:13,Flat_Vicente Pires_103_539021_90,SIM_0091,539021.0,103,2,2,Vicente Pires,Brasília,DF,5233.21359223301,51.5,1.0,Alto,Amplo
"R$ 400,000",1 quartos,1 banheiros,52 m²,"Flat em Asa Norte, Brasília - DF - 092",0 vagas,R$ 2642,Simulação Realística v2.0,flat,venda,Asa Norte,"R$ 7,692/m²",2025-09-27 14:13,Flat_Asa Norte_52_400000_91,SIM_0092,400000.0,52,1,1,Asa Norte,Brasília,DF,7692.307692307692,52.0,1.0,Médio,Compacto
"R$ 194,766",2 quartos,1 banheiros,73 m²,"Apartamento em Ceilândia, Brasília - DF - 093",1 vagas,R$ 1350,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 2,668/m²",2025-09-27 14:13,Apartamento_Ceilândia_73_194766_92,SIM_0093,194766.0,73,2,1,Ceilândia,Brasília,DF,2668.027397260274,36.5,0.5,Econômico,Médio
"R$ 250,000",1 quartos,1 banheiros,55 m²,"Studio em Guará, Brasília - DF - 094",1 vagas,R$ 2245,Simulação Realística v2.0,studio,venda,Guará,"R$ 4,545/m²",2025-09-27 14:13,Studio_Guará_55_250000_93,SIM_0094,250000.0,55,1,1,Guará,Brasília,DF,4545.454545454545,55.0,1.0,Econômico,Compacto
"R$ 156,098",1 quartos,1 banheiros,40 m²,"Apartamento em Ceilândia, Brasília - DF - 095",3 vagas,R$ 2186,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,902/m²",2025-09-27 14:13,Apartamento_Ceilândia_40_156098_94,SIM_0095,156098.0,40,1,1,Ceilândia,Brasília,DF,3902.45,40.0,1.0,Econômico,Compacto
"R$ 321,889",2 quartos,2 banheiros,78 m²,"Apartamento em Guará, Brasília - DF - 096",2 vagas,R$ 1876,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,126/m²",2025-09-27 14:13,Apartamento_Guará_78_321889_95,SIM_0096,321889.0,78,2,2,Guará,Brasília,DF,4126.782051282052,39.0,1.0,Médio,Médio
"R$ 563,440",3 quartos,3 banheiros,107 m²,"Apartamento em Asa Norte, Brasília - DF - 097",2 vagas,R$ 6463,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 5,265/m²",2025-09-27 14:13,Apartamento_Asa Norte_107_563440_96,SIM_0097,563440.0,107,3,3,Asa Norte,Brasília,DF,5265.794392523365,35.666666666666664,1.0,Alto,Amplo
"R$ 297,088",2 quartos,2 banheiros,79 m²,"Apartamento em Guará, Brasília - DF - 098",2 vagas,R$ 1532,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 3,760/m²",2025-09-27 14:13,Apartamento_Guará_79_297088_97,SIM_0098,297088.0,79,2,2,Guará,Brasília,DF,3760.6075949367087,39.5,1.0,Econômico,Médio
"R$ 261,698",1 quartos,1 banheiros,62 m²,"Studio em Guará, Brasília - DF - 099",2 vagas,R$ 1603,Simulação Realística v2.0,studio,venda,Guará,"R$ 4,220/m²",2025-09-27 14:13,Studio_Guará_62_261698_98,SIM_0099,261698.0,62,1,1,Guará,Brasília,DF,4220.935483870968,62.0,1.0,Econômico,Médio
"R$ 407,650",3 quartos,2 banheiros,84 m²,"Apartamento em Taguatinga, Brasília - DF - 100",1 vagas,R$ 5291,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,852/m²",2025-09-27 14:13,Apartamento_Taguatinga_84_407650_99,SIM_0100,407650.0,84,3,2,Taguatinga,Brasília,DF,4852.976190476191,28.0,0.6666666666666666,Médio,Amplo
"R$ 738,768",3 quartos,3 banheiros,112 m²,"Apartamento em Asa Norte, Brasília - DF - 101",1 vagas,R$ 6611,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 6,596/m²",2025-09-27 14:13,Apartamento_Asa Norte_112_738768_100,SIM_0101,738768.0,112,3,3,Asa Norte,Brasília,DF,6596.142857142857,37.333333333333336,1.0,Alto,Amplo
"R$ 381,786",2 quartos,2 banheiros,72 m²,"Apartamento em Guará, Brasília - DF - 102",1 vagas,R$ 3202,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 5,302/m²",2025-09-27 14:13,Apartamento_Guará_72_381786_101,SIM_0102,381786.0,72,2,2,Guará,Brasília,DF,5302.583333333333,36.0,1.0,Médio,Médio
"R$ 500,000",4 quartos,4 banheiros,116 m²,"Cobertura em Taguatinga, Brasília - DF - 103",2 vagas,R$ 5818,Simulação Realística v2.0,cobertura,venda,Taguatinga,"R$ 4,310/m²",2025-09-27 14:13,Cobertura_Taguatinga_116_500000_102,SIM_0103,500000.0,116,4,4,Taguatinga,Brasília,DF,4310.3448275862065,29.0,1.0,Médio,Amplo
"R$ 362,034",3 quartos,2 banheiros,118 m²,"Apartamento em Taguatinga, Brasília - DF - 104",1 vagas,R$ 1958,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,068/m²",2025-09-27 14:13,Apartamento_Taguatinga_118_362034_103,SIM_0104,362034.0,118,3,2,Taguatinga,Brasília,DF,3068.084745762712,39.333333333333336,0.6666666666666666,Médio,Amplo
